id,group,category,journey_stage,difficulty,applicable_roles,situation,chat_informed
OSS-01-001,01-getting-started,01-onboarding-and-orientation,discover,beginner,A newcomer | A student | A first-time contributor | A community volunteer,"Trying to understand what open source contribution actually involves, while the onboarding material assumes prior open-source experience.",True
OSS-10-009,02-git-and-github-practices,10-commit-signing-and-provenance,contribute,beginner,A contributor | A corporate contributor | A maintainer | A release engineer,"Documenting third-party code included in a contribution, while the patch includes code copied from another licensed project.",False
OSS-10-010,02-git-and-github-practices,10-commit-signing-and-provenance,contribute,beginner,A contributor | A corporate contributor | A maintainer | A release engineer,"Reviewing a contribution whose author and committer differ, while the CLA or DCO check reports a mismatch.",False
OSS-10-011,02-git-and-github-practices,10-commit-signing-and-provenance,contribute,beginner,A contributor | A corporate contributor | A maintainer | A release engineer,"Signing commits for a repository that enforces verified history, while the contributor uses privacy-protected email addresses.",False
OSS-10-012,02-git-and-github-practices,10-commit-signing-and-provenance,contribute,beginner,A contributor | A corporate contributor | A maintainer | A release engineer,"Adding a sign-off required by the project's contribution policy, while history rewriting changes commit signatures.",False
OSS-10-013,02-git-and-github-practices,10-commit-signing-and-provenance,contribute,beginner,A contributor | A corporate contributor | A maintainer | A release engineer,"Correcting a commit made with the wrong email identity, while multiple contributors worked through one shared machine.",False
OSS-10-014,02-git-and-github-practices,10-commit-signing-and-provenance,contribute,beginner,A contributor | A corporate contributor | A maintainer | A release engineer,"Preserving co-author credit for a collaborative patch, while the contributor uses privacy-protected email addresses.",False
OSS-10-015,02-git-and-github-practices,10-commit-signing-and-provenance,contribute,beginner,A contributor | A corporate contributor | A maintainer | A release engineer,"Submitting work created partly on an employer-managed device, while history rewriting changes commit signatures.",False
OSS-10-016,02-git-and-github-practices,10-commit-signing-and-provenance,contribute,beginner,A contributor | A corporate contributor | A maintainer | A release engineer,"Verifying the origin of a patch received outside the normal workflow, while multiple contributors worked through one shared machine.",False
OSS-10-017,02-git-and-github-practices,10-commit-signing-and-provenance,contribute,beginner,A contributor | A corporate contributor | A maintainer | A release engineer,"Rotating a signing key without breaking contributor verification, while the contributor uses privacy-protected email addresses.",False
OSS-10-018,02-git-and-github-practices,10-commit-signing-and-provenance,contribute,beginner,A contributor | A corporate contributor | A maintainer | A release engineer,"Rebasing commits that already contain valid sign-offs, while history rewriting changes commit signatures.",False
OSS-10-019,02-git-and-github-practices,10-commit-signing-and-provenance,contribute,beginner,A contributor | A corporate contributor | A maintainer | A release engineer,"Documenting third-party code included in a contribution, while multiple contributors worked through one shared machine.",False
OSS-10-020,02-git-and-github-practices,10-commit-signing-and-provenance,contribute,beginner,A contributor | A corporate contributor | A maintainer | A release engineer,"Reviewing a contribution whose author and committer differ, while the contributor uses privacy-protected email addresses.",False
OSS-10-021,02-git-and-github-practices,10-commit-signing-and-provenance,contribute,intermediate,A contributor | A corporate contributor | A maintainer | A release engineer,"Signing commits for a repository that enforces verified history, while corporate policy limits which identity may sign the work.",False
OSS-10-022,02-git-and-github-practices,10-commit-signing-and-provenance,contribute,intermediate,A contributor | A corporate contributor | A maintainer | A release engineer,"Adding a sign-off required by the project's contribution policy, while the patch includes code copied from another licensed project.",False
OSS-10-023,02-git-and-github-practices,10-commit-signing-and-provenance,contribute,intermediate,A contributor | A corporate contributor | A maintainer | A release engineer,"Correcting a commit made with the wrong email identity, while the CLA or DCO check reports a mismatch.",False
OSS-10-024,02-git-and-github-practices,10-commit-signing-and-provenance,contribute,intermediate,A contributor | A corporate contributor | A maintainer | A release engineer,"Preserving co-author credit for a collaborative patch, while corporate policy limits which identity may sign the work.",False
OSS-10-025,02-git-and-github-practices,10-commit-signing-and-provenance,contribute,intermediate,A contributor | A corporate contributor | A maintainer | A release engineer,"Submitting work created partly on an employer-managed device, while the patch includes code copied from another licensed project.",False
OSS-10-026,02-git-and-github-practices,10-commit-signing-and-provenance,contribute,intermediate,A contributor | A corporate contributor | A maintainer | A release engineer,"Verifying the origin of a patch received outside the normal workflow, while the CLA or DCO check reports a mismatch.",False
OSS-10-027,02-git-and-github-practices,10-commit-signing-and-provenance,contribute,intermediate,A contributor | A corporate contributor | A maintainer | A release engineer,"Rotating a signing key without breaking contributor verification, while corporate policy limits which identity may sign the work.",False
OSS-10-028,02-git-and-github-practices,10-commit-signing-and-provenance,contribute,intermediate,A contributor | A corporate contributor | A maintainer | A release engineer,"Rebasing commits that already contain valid sign-offs, while the patch includes code copied from another licensed project.",False
OSS-10-029,02-git-and-github-practices,10-commit-signing-and-provenance,contribute,intermediate,A contributor | A corporate contributor | A maintainer | A release engineer,"Documenting third-party code included in a contribution, while the CLA or DCO check reports a mismatch.",False
OSS-10-030,02-git-and-github-practices,10-commit-signing-and-provenance,contribute,intermediate,A contributor | A corporate contributor | A maintainer | A release engineer,"Reviewing a contribution whose author and committer differ, while corporate policy limits which identity may sign the work.",False
